Name,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
nan,Euthanasia,Cat,Unknown,1 month,Domestic Shorthair Mix,Black
Kibo,Return_to_owner,Dog,Neutered Male,2 years,Pit Bull Mix,Red/White
Firecracker,Transfer,Dog,Intact Male,2 years,Shih Tzu,Black/White
Daryl,Transfer,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White
Toby,Transfer,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby
Lady,Transfer,Dog,Intact Female,4 years,Mastiff/Rottweiler,Black/Brown Brindle
Jasmine,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Fawn/White
Phoebe,Transfer,Dog,Intact Female,4 months,Pit Bull Mix,Blue/White
Deanna,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie/White
Gabriel,Euthanasia,Dog,Neutered Male,1 year,Catahoula Mix,White
Bella,Return_to_owner,Dog,Spayed Female,7 years,Staffordshire Mix,Black Brindle/White
Gordo,Transfer,Dog,Neutered Male,8 years,Labrador Retriever Mix,Chocolate
Pepper,Euthanasia,Dog,Neutered Male,13 years,Chihuahua Shorthair/Yorkshire Terrier,Brown/Black
Timmy,Transfer,Cat,Intact Male,2 months,Domestic Shorthair,White/Orange
nan,Transfer,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown/White
nan,Adoption,Dog,Spayed Female,2 months,Australian Shepherd Mix,White/Black
Butter,Adoption,Dog,Neutered Male,1 year,Finnish Spitz Mix,Tan
nan,Return_to_owner,Dog,Intact Female,3 weeks,Pit Bull Mix,Black/White
Shabba,Adoption,Dog,Neutered Male,2 months,Black Mouth Cur Mix,Tan/White
Homer,Transfer,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Buff
Cosima,Adoption,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White
nan,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue/White
Jax,Return_to_owner,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black/White
Jordan,Transfer,Dog,Intact Male,4 months,Pit Bull Mix,White
nan,Died,Cat,Unknown,5 days,Domestic Shorthair Mix,Brown Tabby/White
Sugar,Adoption,Dog,Spayed Female,4 years,German Shepherd Mix,White
Roscoe,Adoption,Dog,Neutered Male,10 months,Catahoula Mix,Tan/White
Katina,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
nan,Transfer,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby
nan,Adoption,Dog,Neutered Male,2 years,Pointer/Boxer,White/Brown Brindle
Jojo,Adoption,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Tricolor
nan,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie/White
nan,Euthanasia,Dog,Intact Male,10 months,Queensland Heeler/Pit Bull,Red Merle/White
Zeus,Transfer,Dog,Intact Male,6 months,Pit Bull Mix,White/Black
Puffy,Transfer,Dog,Spayed Female,11 months,Siberian Husky,Cream/White
Fridy Katy,Transfer,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Black/White
Jackson,Adoption,Dog,Neutered Male,2 months,Leonberger Mix,Tan/Black
Garfunkel,Transfer,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Tan
nan,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,White
Jackson,Return_to_owner,Dog,Neutered Male,2 years,Chihuahua Longhair Mix,Brown
Porter,Transfer,Dog,Neutered Male,2 years,German Shepherd Mix,Tan/Black
nan,Adoption,Dog,Spayed Female,1 month,Labrador Retriever Mix,Brown/Red Tick
nan,Transfer,Cat,Intact Female,3 weeks,Siamese Mix,Tortie Point
nan,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
Amanda,Transfer,Dog,Spayed Female,1 month,Yorkshire Terrier Mix,Black/Tan
Luigi,Adoption,Dog,Neutered Male,8 months,Australian Cattle Dog Mix,White/Cream
nan,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,White/Blue
nan,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
Eddie,Adoption,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
Princess,Return_to_owner,Dog,Spayed Female,1 year,Miniature Poodle Mix,White
Jessie,Adoption,Dog,Spayed Female,2 months,German Shepherd/Labrador Retriever,Tricolor
Hercules,Adoption,Dog,Neutered Male,1 year,American Bulldog Mix,Brown/White
nan,Transfer,Dog,Neutered Male,2 months,Miniature Poodle/Miniature Schnauzer,Tricolor
Chapo,Return_to_owner,Dog,Neutered Male,1 year,Catahoula Mix,Brown Merle
Daisy,Return_to_owner,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White
nan,Transfer,Cat,Unknown,6 days,Domestic Shorthair Mix,Black/White
Puppy,Adoption,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White
Samson,Adoption,Dog,Neutered Male,5 years,Dachshund Mix,Brown/Black
Lucky,Return_to_owner,Dog,Spayed Female,15 years,Chihuahua Shorthair Mix,Tan
Jr,Euthanasia,Dog,Neutered Male,11 years,Australian Shepherd,Black/White
nan,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White
nan,Transfer,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Black
Ghost,Return_to_owner,Dog,Neutered Male,1 year,Pit Bull Mix,White
nan,Transfer,Dog,Intact Male,6 months,Catahoula Mix,Brown/Tan
Lily,Adoption,Dog,Spayed Female,1 year,Rat Terrier/Chihuahua Shorthair,Tricolor
Echo,Adoption,Dog,Neutered Male,1 month,Beagle/German Shepherd,Black/Brown
B.J.,Euthanasia,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie
Guerro,Return_to_owner,Dog,Neutered Male,5 years,Chihuahua Longhair Mix,Tan/White
King,Return_to_owner,Dog,Neutered Male,8 years,Dachshund Mix,Brown
nan,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
Parker,Euthanasia,Dog,Neutered Male,3 years,Norfolk Terrier/Yorkshire Terrier,Tan/Black
Coco,Transfer,Dog,Spayed Female,2 years,Border Collie Mix,Black/White
nan,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
Kaui,Return_to_owner,Dog,Spayed Female,15 years,Labrador Retriever Mix,Yellow
Roti/Haji,Return_to_owner,Cat,Neutered Male,5 years,Ragdoll Mix,Blue Point
Pepper,Transfer,Dog,Spayed Female,4 months,Labrador Retriever Mix,Black/White
Kevin,Adoption,Dog,Neutered Male,4 years,Dachshund/Yorkshire Terrier,Red
Blue,Adoption,Dog,Spayed Female,3 months,Pit Bull Mix,Blue/White
nan,Return_to_owner,Dog,Intact Male,2 years,Dachshund Longhair/Chihuahua Longhair,Black/Tan
Chase,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Brown
nan,Adoption,Dog,Spayed Female,1 month,Flat Coat Retriever/Papillon,Black/White
Georgia Grac,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair/Border Terrier,Red
nan,Adoption,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Buff
nan,Transfer,Cat,Intact Female,2 years,Domestic Longhair Mix,Tortie
Cooper,Adoption,Dog,Neutered Male,5 months,Labrador Retriever/Rhod Ridgeback,Brown
nan,Transfer,Cat,Unknown,1 year,Domestic Longhair Mix,Black/White
Spot,Return_to_owner,Dog,Neutered Male,1 year,American Bulldog Mix,White/Brown Brindle
Sasha,Transfer,Dog,Spayed Female,4 years,Beagle Mix,Tricolor
Jill,Transfer,Dog,Intact Female,4 years,Greyhound,Tan/Black
Ennis,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
Romeo,Transfer,Dog,Neutered Male,2 months,German Shepherd Mix,Tan/Black
nan,Transfer,Dog,Spayed Female,2 years,Miniature Schnauzer Mix,Gray/White
Howdy,Adoption,Dog,Neutered Male,8 years,Siberian Husky Mix,Brown/White
Lizzard,Return_to_owner,Dog,Spayed Female,2 months,Pit Bull Mix,Brown Brindle/White
Roger Rabbit,Transfer,Dog,Intact Male,1 month,Shih Tzu Mix,White/Black
Zoe,Return_to_owner,Dog,Spayed Female,10 years,Weimaraner Mix,Tan
Bella,Return_to_owner,Dog,Intact Female,3 years,English Bulldog,Tan/White
Tiger Lilly,Transfer,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
nan,Transfer,Cat,Unknown,4 months,Domestic Shorthair Mix,White/Brown Tabby
Ridley,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Calico
Victoria,Transfer,Dog,Spayed Female,1 year,Carolina Dog Mix,Tan/White
Holly,Adoption,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown/White
nan,Euthanasia,Cat,Unknown,3 months,Domestic Shorthair Mix,Brown Tabby
Tillie,Transfer,Dog,Spayed Female,10 years,Shetland Sheepdog,Black/Brown
nan,Euthanasia,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
Sirius,Adoption,Dog,Neutered Male,2 years,German Shepherd Mix,Black/White
London,Adoption,Dog,Spayed Female,1 month,Rottweiler Mix,Black/Tan
nan,Transfer,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Blue Tabby
Gina,Transfer,Dog,Spayed Female,4 months,Australian Cattle Dog Mix,Black/White
Cocoa,Return_to_owner,Dog,Spayed Female,10 years,Rat Terrier Mix,White/Brown
Luna,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black/White
Moonpie,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
Alex,Adoption,Dog,Neutered Male,3 years,Rottweiler Mix,Black/Brown
Lola,Transfer,Dog,Spayed Female,5 years,Australian Cattle Dog/Pointer,White/Black
Peter,Adoption,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby
Faith,Euthanasia,Dog,Spayed Female,14 years,Boxer Mix,Tan/White
nan,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
Dusty,Euthanasia,Dog,Spayed Female,4 years,Pit Bull Mix,Blue/White
Dot,Adoption,Dog,Spayed Female,2 months,Chihuahua Longhair,Tricolor/Brown
Kountry,Adoption,Dog,Spayed Female,3 months,Pit Bull/Catahoula,Brown/White
Snow,Transfer,Dog,Spayed Female,11 months,Siberian Husky Mix,White/Black
Lassie,Adoption,Dog,Spayed Female,9 months,Chihuahua Longhair Mix,Brown/Black
Daisy,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
nan,Transfer,Dog,Intact Female,5 months,German Shepherd Mix,Tricolor
nan,Transfer,Dog,Neutered Male,7 years,Beagle Mix,Tricolor
Captain,Adoption,Dog,Neutered Male,2 years,Miniature Schnauzer/Miniature Poodle,White
nan,Euthanasia,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue/White
Nicholas,Transfer,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
Boss Hogg,Adoption,Dog,Neutered Male,3 years,Rottweiler Mix,Black/Brown
Alice,Transfer,Dog,Spayed Female,6 years,Labrador Retriever Mix,Brown/Black
Shortround,Adoption,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Silver Tabby/White
Goowa,Transfer,Dog,Neutered Male,3 years,Pit Bull Mix,Apricot/Brown
Boo Boo,Euthanasia,Cat,Unknown,10 years,Domestic Medium Hair Mix,Black/White
nan,Transfer,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black/White
Penelope,Adoption,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Buff/Tan
nan,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
Jackson,Transfer,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Red/White
Slugger,Adoption,Dog,Neutered Male,2 years,Shetland Sheepdog Mix,Black/White
nan,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby/White
Harvey,Return_to_owner,Dog,Neutered Male,6 years,Golden Retriever Mix,Brown
nan,Transfer,Dog,Intact Female,2 months,Labrador Retriever/Pointer,Black
Gilbert,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
nan,Return_to_owner,Cat,Spayed Female,4 years,Angora Mix,White
Leo,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
nan,Transfer,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Yellow
Deliah,Transfer,Dog,Spayed Female,5 years,Labrador Retriever Mix,Tan
Bailey,Adoption,Dog,Spayed Female,5 months,Chihuahua Longhair Mix,Tan/White
Hattrick,Transfer,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Torbie/White
Archer,Return_to_owner,Dog,Neutered Male,1 year,Catahoula Mix,Brown Merle
Slava,Return_to_owner,Dog,Neutered Male,14 years,Siberian Husky,Black/White
Penny,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Brown
Candy,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Red/White
Diamond,Return_to_owner,Dog,Neutered Male,2 years,Australian Shepherd Mix,Brown Brindle
Lucas,Transfer,Dog,Intact Male,2 months,Border Terrier/Labrador Retriever,White/Cream
nan,Euthanasia,Dog,Intact Female,2 years,Border Collie/Labrador Retriever,Chocolate/White
Ernie,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
Junebug,Adoption,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Black/White
Blaze,Transfer,Dog,Spayed Female,3 years,Siberian Husky Mix,Black/White
nan,Transfer,Dog,Intact Female,6 months,Pug/Pit Bull,Tan/White
Ricky,Transfer,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Orange Tabby/White
nan,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue Tabby/White
Bartholomew,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
nan,Transfer,Dog,Unknown,1 week,Labrador Retriever Mix,White
Gordy,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
nan,Euthanasia,Dog,Intact Female,5 years,Chinese Sharpei Mix,Tan/Brown
Vixen,Transfer,Dog,Spayed Female,3 years,Pekingese Mix,Tan/Black
Rocky,Adoption,Dog,Neutered Male,1 year,Parson Russell Terrier Mix,White/Orange
nan,Adoption,Dog,Neutered Male,1 year,Dachshund/Chihuahua Shorthair,Brown Merle
Jake,Return_to_owner,Dog,Neutered Male,10 years,Cocker Spaniel,Red
Daisy,Adoption,Dog,Spayed Female,5 years,Chihuahua Shorthair/Dachshund,Black/Brown
nan,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
Cassandra,Transfer,Dog,Intact Female,4 months,Doberman Pinsch,Black/Tan
Apollo,Adoption,Dog,Neutered Male,3 years,Pit Bull Mix,White/Chocolate
Ace,Euthanasia,Dog,Intact Male,7 years,Chihuahua Shorthair Mix,Brown/White
nan,Euthanasia,Dog,Intact Female,2 years,Miniature Pinscher/Australian Cattle Dog,Black/Tan
nan,Transfer,Cat,Intact Female,4 months,Manx,Black/White
Poldark,Transfer,Dog,Intact Male,3 months,Anatol Shepherd/Australian Shepherd,Tricolor
Dolly,Return_to_owner,Dog,Spayed Female,13 years,Chihuahua Shorthair/Rat Terrier,White/Tricolor
Hank,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
nan,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
nan,Died,Cat,Unknown,4 months,Domestic Shorthair Mix,Gray Tabby
Whiskers,Transfer,Dog,Neutered Male,2 years,Miniature Schnauzer/Yorkshire Terrier,Sable
Leo,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,Chocolate/White
nan,Transfer,Dog,Intact Male,1 weeks,Australian Cattle Dog Mix,Tan/Brown
Benjamin,Return_to_owner,Dog,Neutered Male,1 year,Chesa Bay Retr Mix,Chocolate/White
Mikey,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
nan,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Lilac Point
Shiner,Return_to_owner,Dog,Spayed Female,4 years,Labrador Retriever Mix,Chocolate/White
nan,Adoption,Dog,Spayed Female,3 months,Cavalier Span Mix,White/Black
Sugar,Transfer,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Blue Tabby
Ditch,Return_to_owner,Dog,Intact Male,13 years,Labrador Retriever Mix,Yellow
nan,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
nan,Transfer,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black
Jack Black,Adoption,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Black/White
nan,Transfer,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Brown Tabby
Hades,Return_to_owner,Dog,Intact Male,3 years,Pit Bull/Black Mouth Cur,Tan
nan,Transfer,Dog,Intact Male,3 years,Jack Russell Terrier/Shih Tzu,White/Brown
Jessie,Return_to_owner,Dog,Spayed Female,3 years,Labrador Retriever Mix,Tan
Jerbyz,Adoption,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White
Kirby,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair,Brown Tabby/White
Jake,Return_to_owner,Dog,Neutered Male,8 years,Manchester Terrier Mix,Black/Brown
nan,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby/White
Bo,Return_to_owner,Dog,Intact Male,4 months,Labrador Retriever Mix,Black
Shades,Transfer,Dog,Intact Male,3 years,Shih Tzu,Sable/White
Shelby,Adoption,Dog,Spayed Female,8 months,Boxer Mix,Brown/Black
nan,Adoption,Dog,Spayed Female,3 months,German Shepherd Mix,Tan
Nelly,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
Bevo,Return_to_owner,Dog,Intact Male,11 years,American Staffordshire Terrier Mix,White/Tan
Layla,Return_to_owner,Dog,Intact Female,1 year,Pit Bull Mix,Blue/White
nan,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
nan,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue
Maggie,Return_to_owner,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Brown Tabby
nan,Transfer,Dog,Intact Male,4 months,Great Dane Mix,Blue/White
nan,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico
Watson,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
Yummie,Adoption,Dog,Spayed Female,2 months,Manchester Terrier/Dachshund,Tricolor
Bubbles,Transfer,Dog,Intact Female,7 years,Shih Tzu Mix,Gray
Snow,Euthanasia,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue Tabby/White
Rosie,Adoption,Dog,Spayed Female,2 months,Pit Bull Mix,Brown Brindle/White
Nemo,Transfer,Dog,Neutered Male,1 year,Cairn Terrier Mix,White
Blue,Transfer,Dog,Neutered Male,10 years,Australian Cattle Dog Mix,Blue Merle/Black
Ronin,Return_to_owner,Dog,Neutered Male,13 years,Alaskan Husky Mix,Red/Cream
nan,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue
Candy,Return_to_owner,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Brown/White
Roger Roger,Transfer,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
Boomer,Transfer,Dog,Neutered Male,15 years,Labrador Retriever Mix,Tan
nan,Euthanasia,Dog,Intact Male,2 years,Chow Chow Mix,Black
Crispin,Euthanasia,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
Diamond,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
Filbert,Transfer,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Tan
Trinity,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
Casper,Return_to_owner,Cat,Neutered Male,4 years,Siamese Mix,Brown Tabby/White
Chico,Return_to_owner,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Tan/White
Shaggy,Adoption,Dog,Neutered Male,8 years,Miniature Poodle Mix,Apricot
nan,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
Juneau,Transfer,Dog,Intact Female,10 years,St. Bernard Smooth Coat Mix,Tricolor
Penny,Adoption,Dog,Spayed Female,2 years,Manchester Terrier/Dachshund,Black/Tan
Red,Return_to_owner,Dog,Neutered Male,3 years,Black Mouth Cur Mix,Brown
Aragorn,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
nan,Transfer,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
Vegas,Return_to_owner,Dog,Spayed Female,10 years,Labrador Retriever Mix,Black/White
Jackson,Return_to_owner,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Tan
nan,Transfer,Dog,Intact Male,1 month,Plott Hound Mix,Black
Coco,Transfer,Dog,Spayed Female,7 years,Pit Bull Mix,Brown/White
Paco,Return_to_owner,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,White/Cream
Chapi,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tricolor
Periwiggles,Adoption,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue
Ian,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
Kiko,Return_to_owner,Dog,Neutered Male,1 year,Miniature Poodle Mix,Tan
nan,Adoption,Dog,Spayed Female,3 years,Staffordshire Mix,Chocolate/White
nan,Euthanasia,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black
nan,Adoption,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Blue Tabby/White
Sharpie,Return_to_owner,Dog,Neutered Male,3 years,German Shepherd/Chinese Sharpei,Black/Tan
Jax,Adoption,Dog,Spayed Female,2 years,Cardigan Welsh Corgi/Cairn Terrier,Black/White
Nola,Return_to_owner,Dog,Spayed Female,1 year,Labrador Retriever Mix,White
Coraje,Adoption,Dog,Neutered Male,8 months,Pointer Mix,Tricolor
Princess,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
nan,Transfer,Cat,Intact Male,1 week,Domestic Shorthair Mix,Brown Tabby
nan,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
nan,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black/White
Layla,Adoption,Dog,Spayed Female,2 years,Dachshund Mix,Black/Brown
nan,Transfer,Cat,Unknown,1 day,Domestic Shorthair Mix,Black
Mischief,Adoption,Dog,Spayed Female,6 years,Border Collie Mix,Black/White
Leo,Adoption,Cat,Neutered Male,3 months,Domestic Longhair Mix,Black
Adorable,Adoption,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue
nan,Transfer,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby/White
nan,Euthanasia,Dog,Intact Male,2 years,German Shepherd/Chow Chow,Brown
Bella,Euthanasia,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown
nan,Return_to_owner,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
nan,Adoption,Dog,Spayed Female,2 months,Pit Bull Mix,White/Brown Brindle
nan,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
Azia,Adoption,Dog,Spayed Female,10 months,Miniature Pinscher Mix,Black/Tan
Daisy,Return_to_owner,Dog,Spayed Female,1 year,Australian Shepherd/Cocker Spaniel,Black/Tan
Cookie,Adoption,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Tan
Mitty,Adoption,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Calico
Duke,Adoption,Dog,Neutered Male,6 months,German Shepherd Mix,Buff/Black
nan,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
Morrow,Adoption,Cat,Neutered Male,4 months,Snowshoe Mix,Lilac Point
Sunny,Transfer,Dog,Spayed Female,5 years,Australian Cattle Dog Mix,White/Red
Lucky,Return_to_owner,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Black/White
Charisma,Adoption,Dog,Spayed Female,5 months,Labrador Retriever/Pit Bull,Yellow
Echo,Transfer,Cat,Neutered Male,3 years,Snowshoe Mix,Seal Point
nan,Adoption,Dog,Neutered Male,6 months,Chihuahua Shorthair Mix,Black/White
Jojo,Transfer,Dog,Intact Female,5 months,Shih Tzu Mix,Tan/Silver
Max,Adoption,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black
nan,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
