gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,Split( )(MultipleLines)_0,Split( )(OnlineSecurity)_0,Split( )(OnlineBackup)_0,Split( )(DeviceProtection)_0,Split( )(TechSupport)_0,Split( )(StreamingTV)_0,Split( )(StreamingMovies)_0,Split(-)(Contract)_1,Split( )(PaymentMethod)_1,Split(.)(TotalCharges)_1,SplitAlign( )(MultipleLines)_No,SplitAlign( )(MultipleLines)_Yes,SplitAlign( )(MultipleLines)_phone,SplitAlign( )(InternetService)_DSL,SplitAlign( )(InternetService)_Fiber,SplitAlign( )(InternetService)_No,SplitAlign( )(OnlineSecurity)_No,SplitAlign( )(OnlineSecurity)_Yes,SplitAlign( )(OnlineBackup)_No,SplitAlign( )(OnlineBackup)_Yes,SplitAlign( )(DeviceProtection)_No,SplitAlign( )(DeviceProtection)_Yes,SplitAlign( )(TechSupport)_No,SplitAlign( )(TechSupport)_Yes,SplitAlign( )(StreamingTV)_No,SplitAlign( )(StreamingTV)_Yes,SplitAlign( )(StreamingMovies)_No,SplitAlign( )(StreamingMovies)_Yes,SplitAlign( )(Contract)_Month-to-month,SplitAlign( )(Contract)_One,SplitAlign( )(Contract)_Two,SplitAlign( )(Contract)_year,SplitAlign( )(PaymentMethod)_(automatic),SplitAlign( )(PaymentMethod)_Bank,SplitAlign( )(PaymentMethod)_Credit,SplitAlign( )(PaymentMethod)_Electronic,SplitAlign( )(PaymentMethod)_Mailed,SplitAlign( )(PaymentMethod)_check,ExtractNumber((\d+))(customerID)_0,ExtractNumber((\d+\.\d+))(TotalCharges)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(TotalCharges)_0",ExtractNumber((\d{2}))(TotalCharges)_0,ExtractNumber((\d{4}))(TotalCharges)_0,ExtractNumber((\d+))(TotalCharges)_0,"ExtractWord([Month, year])(Contract)_0","ExtractWord([automatic, check])(PaymentMethod)_0",OneHot()(MultipleLines)_No,OneHot()(OnlineSecurity)_No,OneHot()(OnlineBackup)_No,OneHot()(DeviceProtection)_No,OneHot()(TechSupport)_No,OneHot()(StreamingTV)_No,OneHot()(StreamingMovies)_No,ExtractNumber((\d{4}))(Split(.)(TotalCharges)_0)_0,ExtractNumber((\d+))(Split(.)(TotalCharges)_1)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(Split(.)(TotalCharges)_1)_0",ExtractNumber((\d{2}))(Split(.)(TotalCharges)_1)_0,Numerical()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1,OneHot()(Split(.)(TotalCharges)_1)_05,OneHot()(Split(.)(TotalCharges)_1)_1,OneHot()(Split(.)(TotalCharges)_1)_15,OneHot()(Split(.)(TotalCharges)_1)_2,OneHot()(Split(.)(TotalCharges)_1)_25,OneHot()(Split(.)(TotalCharges)_1)_3,OneHot()(Split(.)(TotalCharges)_1)_35,OneHot()(Split(.)(TotalCharges)_1)_4,OneHot()(Split(.)(TotalCharges)_1)_45,OneHot()(Split(.)(TotalCharges)_1)_5,OneHot()(Split(.)(TotalCharges)_1)_55,OneHot()(Split(.)(TotalCharges)_1)_6,OneHot()(Split(.)(TotalCharges)_1)_65,OneHot()(Split(.)(TotalCharges)_1)_7,OneHot()(Split(.)(TotalCharges)_1)_75,OneHot()(Split(.)(TotalCharges)_1)_8,OneHot()(Split(.)(TotalCharges)_1)_85,OneHot()(Split(.)(TotalCharges)_1)_9,OneHot()(Split(.)(TotalCharges)_1)_95,WordToNumber()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1,ExtractNumber((\d+))(Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_0",ExtractNumber((\d{2}))(Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_0,ExtractNumber((\d+))(ModeImputation()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_0,ExtractNumber((\d{2}))(ModeImputation()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_0,Numerical()(Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1,OneHot()(ModeImputation()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_45,WordToNumber()(Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1
Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.1,No,No,No,No,No,No,No,No,nan,card,45,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,825.0,1372.45,1372.45,45.0,1372.0,1372.0,year,automatic,1,0,0,0,0,0,0,1372.0,45.0,45.0,45.0,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,1,45.0
Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.8,No,No,No,No,No,No,No,No,nan,check,25,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,9084.0,1212.25,1212.25,25.0,1212.0,1212.0,year,check,1,0,0,0,0,0,0,1212.0,25.0,25.0,25.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,25.0
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,nan,card,05,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,6122.0,6237.05,6237.05,5.0,6237.0,6237.0,year,automatic,0,0,0,0,0,0,0,6237.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,5.0
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,nan,check,9,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,2400.0,6310.9,6310.9,nan,6310.0,6310.0,year,check,0,0,0,0,0,0,0,6310.0,9.0,9.0,nan,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,9.0,9.0,nan,9.0,nan,9.0,0,9.0
Male,1,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,No,Yes,Yes,No,Yes,Yes,No,Yes,nan,card,nan,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,7524.0,nan,5031.0,nan,5031.0,5031.0,year,automatic,0,0,1,0,0,1,0,5031.0,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,45.0,45.0,nan,1,nan
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,Yes,Yes,No,No,No,No,No,Yes,to,check,05,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1069.0,85.05,85.05,85.0,nan,85.0,Month,check,0,1,1,1,1,1,0,nan,5.0,5.0,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,5.0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,nan,transfer,45,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,7569.0,8672.45,8672.45,45.0,8672.0,8672.0,year,automatic,0,0,0,0,0,0,0,8672.0,45.0,45.0,45.0,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,1,45.0
Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,No,No,No,No,No,Yes,No,Yes,to,card,45,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,5201.0,2196.45,2196.45,45.0,2196.0,2196.0,Month,automatic,1,1,1,1,0,1,0,2196.0,45.0,45.0,45.0,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,1,45.0
Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.0,No,Yes,No,No,Yes,Yes,No,Yes,to,card,15,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,2105.0,3008.15,3008.15,15.0,3008.0,3008.0,Month,automatic,0,1,1,0,0,1,0,3008.0,15.0,15.0,15.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,15.0
Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,No,No,No,No,No,No,No,No,nan,check,8,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1494.0,220.8,220.8,nan,nan,220.0,year,check,1,0,0,0,0,0,0,nan,8.0,8.0,nan,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,8.0,8.0,nan,8.0,nan,8.0,0,8.0
Female,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.3,No,Yes,Yes,No,Yes,Yes,No,Yes,nan,card,6,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,4884.0,5779.6,5779.6,nan,5779.0,5779.0,year,automatic,0,0,1,0,0,1,0,5779.0,6.0,6.0,nan,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.0,6.0,6.0,nan,6.0,nan,6.0,0,6.0
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.2,No,No,No,No,No,No,No,No,to,check,65,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,8003.0,222.65,222.65,65.0,nan,222.0,Month,check,1,0,0,0,0,0,0,nan,65.0,65.0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0,65.0
Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.2,No,Yes,No,No,No,No,No,No,nan,check,6,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1897.0,914.6,914.6,nan,nan,914.0,year,check,0,0,0,0,0,0,0,nan,6.0,6.0,nan,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.0,6.0,6.0,nan,6.0,nan,6.0,0,6.0
Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,No,No,No,No,No,No,No,No,to,transfer,3,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,9256.0,246.3,246.3,nan,nan,246.0,Month,automatic,1,0,0,0,0,0,0,nan,3.0,3.0,nan,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,nan,3.0,nan,3.0,0,3.0
Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,Yes,No,No,Yes,Yes,Yes,Yes,Yes,to,check,15,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,4658.0,2110.15,2110.15,15.0,2110.0,2110.0,Month,check,1,1,0,0,0,0,0,2110.0,15.0,15.0,15.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,15.0
Female,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,nan,transfer,nan,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,2211.0,nan,5560.0,nan,5560.0,5560.0,year,automatic,0,1,0,0,0,0,0,5560.0,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,45.0,45.0,nan,1,nan
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.6,No,Yes,No,No,Yes,No,Yes,No,nan,card,nan,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,2432.0,nan,1633.0,nan,1633.0,1633.0,year,automatic,0,1,1,0,1,0,1,1633.0,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,45.0,45.0,nan,1,nan
Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,Yes,No,No,No,Yes,Yes,Yes,Yes,to,check,65,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,3440.0,547.65,547.65,65.0,nan,547.0,Month,check,1,1,1,0,0,0,0,nan,65.0,65.0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0,65.0
Male,0,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.25,No,Yes,Yes,No,No,No,No,No,to,check,85,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,4929.0,969.85,969.85,85.0,nan,969.0,Month,check,0,0,1,1,1,1,1,nan,85.0,85.0,85.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0,85.0
Female,0,Yes,Yes,52,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.95,No,No,No,No,Yes,No,No,No,nan,transfer,65,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1834.0,2610.65,2610.65,65.0,2610.0,2610.0,year,automatic,1,1,1,0,1,1,1,2610.0,65.0,65.0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0,65.0
Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,nan,check,9,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1741.0,6567.9,6567.9,nan,6567.0,6567.0,year,check,0,0,0,0,0,0,0,6567.0,9.0,9.0,nan,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,9.0,9.0,nan,9.0,nan,9.0,0,9.0
Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,No,Yes,No,No,Yes,Yes,Yes,Yes,to,transfer,85,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,3932.0,4747.85,4747.85,85.0,4747.0,4747.0,Month,automatic,0,1,1,0,0,0,0,4747.0,85.0,85.0,85.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0,85.0
Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.1,No,Yes,No,No,No,No,No,No,nan,check,55,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1240.0,1759.55,1759.55,55.0,1759.0,1759.0,year,check,0,0,0,0,0,0,0,1759.0,55.0,55.0,55.0,55.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0,55.0
Male,0,Yes,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,35.1,No,No,Yes,No,No,Yes,No,No,to,check,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,3594.0,101.1,101.1,nan,nan,101.0,Month,check,0,0,1,1,0,1,1,nan,1.0,1.0,nan,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,nan,1.0,nan,1.0,0,1.0
Male,1,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,No,No,No,Yes,Yes,No,Yes,Yes,to,transfer,15,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,8065.0,6496.15,6496.15,15.0,6496.0,6496.0,Month,automatic,1,1,0,0,1,0,0,6496.0,15.0,15.0,15.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,15.0
Male,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.25,No,Yes,No,Yes,No,Yes,No,Yes,nan,check,15,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,3796.0,4234.15,4234.15,15.0,4234.0,4234.0,year,check,0,1,0,1,0,1,0,4234.0,15.0,15.0,15.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,15.0
Female,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,No,Yes,No,No,No,No,No,No,nan,check,7,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1734.0,300.7,300.7,nan,nan,300.0,year,check,0,0,0,0,0,0,0,nan,7.0,7.0,nan,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,7.0,7.0,nan,7.0,nan,7.0,0,7.0
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.55,No,No,No,No,No,Yes,No,Yes,to,check,55,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,2853.0,59.55,59.55,59.0,nan,59.0,Month,check,1,1,1,1,0,1,0,nan,55.0,55.0,55.0,55.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0,55.0
Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,No,Yes,No,No,Yes,No,Yes,Yes,nan,transfer,35,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,813.0,4323.35,4323.35,35.0,4323.0,4323.0,year,automatic,0,1,1,0,1,0,0,4323.0,35.0,35.0,35.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0,35.0
Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,55.1,No,Yes,No,No,No,Yes,No,No,nan,check,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,2519.0,1466.1,1466.1,nan,1466.0,1466.0,year,check,0,1,1,1,0,1,1,1466.0,1.0,1.0,nan,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,nan,1.0,nan,1.0,0,1.0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,nan,transfer,8,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,2889.0,8684.8,8684.8,nan,8684.0,8684.0,year,automatic,0,0,0,0,0,0,0,8684.0,8.0,8.0,nan,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,8.0,8.0,nan,8.0,nan,8.0,0,8.0
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.15,No,Yes,No,No,No,No,No,No,nan,card,45,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,626.0,1776.45,1776.45,45.0,1776.0,1776.0,year,automatic,0,0,0,0,0,0,0,1776.0,45.0,45.0,45.0,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,1,45.0
Female,0,No,Yes,65,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,45.25,No,No,No,Yes,No,Yes,Yes,No,nan,check,95,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,6723.0,2933.95,2933.95,95.0,2933.0,2933.0,year,check,0,1,0,1,0,0,1,2933.0,95.0,95.0,95.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0,95.0
Female,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,Yes,Yes,No,Yes,No,No,No,No,to,check,25,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,6987.0,4370.25,4370.25,25.0,4370.0,4370.0,Month,check,0,1,0,1,1,1,1,4370.0,25.0,25.0,25.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,25.0
Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,No,No,No,No,No,No,No,No,to,check,35,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,4732.0,144.35,144.35,35.0,nan,144.0,Month,check,1,0,0,0,0,0,0,nan,35.0,35.0,35.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0,35.0
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.75,No,Yes,Yes,Yes,No,Yes,No,No,nan,transfer,75,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,9499.0,4804.75,4804.75,75.0,4804.0,4804.0,year,automatic,0,0,0,1,0,1,1,4804.0,75.0,75.0,75.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0,75.0
Male,0,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.6,No,No,No,No,No,No,Yes,No,to,transfer,2,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,4338.0,1125.2,1125.2,nan,1125.0,1125.0,Month,automatic,1,1,1,1,1,0,1,1125.0,2.0,2.0,nan,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,nan,2.0,nan,2.0,0,2.0
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.7,No,No,No,No,No,No,No,No,to,transfer,85,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,3007.0,39.85,39.85,39.0,nan,39.0,Month,automatic,1,0,0,0,0,0,0,nan,85.0,85.0,85.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0,85.0
Male,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,No,No,No,No,Yes,No,Yes,Yes,to,check,4,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,6350.0,422.4,422.4,nan,nan,422.0,Month,check,1,1,1,0,1,0,0,nan,4.0,4.0,nan,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,nan,4.0,nan,4.0,0,4.0
