country,year,sex,age,suicides_no,population,country-year,gdp_per_capita ($),generation
Israel,1990,male,35-54 years,61.0,481600,Israel1990,14193,Silent
Israel,1990,female,75+ years,12.0,98300,Israel1990,14193,G.I. Generation
Israel,1990,female,55-74 years,23.0,303300,Israel1990,14193,G.I. Generation
Israel,1990,male,15-24 years,28.0,418200,Israel1990,14193,Generation X
Israel,1990,female,35-54 years,22.0,495800,Israel1990,14193,Silent
Israel,1990,female,25-34 years,14.0,332700,Israel1990,14193,Boomers
Israel,1990,female,15-24 years,13.0,399100,Israel1990,14193,Generation X
Israel,1990,male,5-14 years,2.0,490200,Israel1990,14193,Generation X
Israel,1990,female,5-14 years,0.0,463900,Israel1990,14193,Generation X
Israel,1991,male,75+ years,35.0,83600,Israel1991,15267,G.I. Generation
Israel,1991,male,55-74 years,60.0,275600,Israel1991,15267,Silent
Israel,1991,female,75+ years,20.0,105900,Israel1991,15267,G.I. Generation
Israel,1991,male,35-54 years,74.0,521300,Israel1991,15267,Boomers
Israel,1991,male,25-34 years,41.0,355600,Israel1991,15267,Boomers
Israel,1991,male,15-24 years,49.0,443300,Israel1991,15267,Generation X
Israel,1991,female,55-74 years,32.0,328400,Israel1991,15267,Silent
Israel,1991,female,35-54 years,27.0,538000,Israel1991,15267,Boomers
Israel,1991,female,25-34 years,9.0,351700,Israel1991,15267,Boomers
Israel,1991,female,15-24 years,9.0,425100,Israel1991,15267,Generation X
Israel,1991,male,5-14 years,3.0,511100,Israel1991,15267,Millenials
Israel,1991,female,5-14 years,0.0,483600,Israel1991,15267,Millenials
Israel,1992,male,75+ years,27.0,84400,Israel1992,16469,G.I. Generation
Israel,1992,male,55-74 years,77.0,288500,Israel1992,16469,Silent
Israel,1992,male,35-54 years,74.0,546900,Israel1992,16469,Boomers
Israel,1992,female,75+ years,14.0,109700,Israel1992,16469,G.I. Generation
Israel,1992,male,15-24 years,54.0,462200,Israel1992,16469,Generation X
Israel,1992,male,25-34 years,42.0,365400,Israel1992,16469,Boomers
Israel,1992,female,55-74 years,36.0,345800,Israel1992,16469,Silent
Israel,1992,female,25-34 years,17.0,361000,Israel1992,16469,Boomers
Israel,1992,female,35-54 years,24.0,565600,Israel1992,16469,Boomers
Israel,1992,female,15-24 years,11.0,443600,Israel1992,16469,Generation X
Israel,1992,male,5-14 years,4.0,521600,Israel1992,16469,Millenials
Israel,1992,female,5-14 years,1.0,494200,Israel1992,16469,Millenials
Israel,1993,male,75+ years,38.0,84700,Israel1993,16102,G.I. Generation
Israel,1993,male,55-74 years,64.0,298600,Israel1993,16102,Silent
Israel,1993,female,75+ years,18.0,112500,Israel1993,16102,G.I. Generation
Israel,1993,male,25-34 years,47.0,372900,Israel1993,16102,Boomers
Israel,1993,male,35-54 years,69.0,566800,Israel1993,16102,Boomers
Israel,1993,male,15-24 years,54.0,476800,Israel1993,16102,Generation X
Israel,1993,female,55-74 years,31.0,358900,Israel1993,16102,Silent
Israel,1993,female,35-54 years,29.0,586700,Israel1993,16102,Boomers
Israel,1993,female,25-34 years,13.0,368000,Israel1993,16102,Boomers
Israel,1993,female,15-24 years,7.0,457700,Israel1993,16102,Generation X
Israel,1993,female,5-14 years,1.0,503000,Israel1993,16102,Millenials
Israel,1993,male,5-14 years,0.0,530400,Israel1993,16102,Millenials
Israel,1994,male,75+ years,39.0,86000,Israel1994,17814,G.I. Generation
Israel,1994,female,75+ years,29.0,116500,Israel1994,17814,G.I. Generation
Israel,1994,male,55-74 years,56.0,307700,Israel1994,17814,Silent
Israel,1994,male,35-54 years,97.0,586200,Israel1994,17814,Boomers
Israel,1994,male,25-34 years,52.0,382000,Israel1994,17814,Boomers
Israel,1994,male,15-24 years,57.0,489500,Israel1994,17814,Generation X
Israel,1994,female,55-74 years,32.0,370200,Israel1994,17814,Silent
Israel,1994,female,25-34 years,16.0,376500,Israel1994,17814,Boomers
Israel,1994,female,35-54 years,25.0,608200,Israel1994,17814,Boomers
Israel,1994,female,15-24 years,8.0,469900,Israel1994,17814,Generation X
Israel,1994,male,5-14 years,3.0,540100,Israel1994,17814,Millenials
Israel,1994,female,5-14 years,2.0,512100,Israel1994,17814,Millenials
Israel,1995,male,75+ years,33.0,88800,Israel1995,20159,G.I. Generation
Israel,1995,female,75+ years,27.0,121800,Israel1995,20159,G.I. Generation
Israel,1995,male,55-74 years,63.0,314800,Israel1995,20159,Silent
Israel,1995,male,35-54 years,72.0,607200,Israel1995,20159,Boomers
Israel,1995,male,15-24 years,49.0,501600,Israel1995,20159,Generation X
Israel,1995,male,25-34 years,38.0,393300,Israel1995,20159,Generation X
Israel,1995,female,55-74 years,28.0,379500,Israel1995,20159,Silent
Israel,1995,female,15-24 years,20.0,481200,Israel1995,20159,Generation X
Israel,1995,female,35-54 years,22.0,631000,Israel1995,20159,Boomers
Israel,1995,female,25-34 years,4.0,387100,Israel1995,20159,Generation X
Israel,1995,male,5-14 years,3.0,549800,Israel1995,20159,Millenials
Israel,1995,female,5-14 years,1.0,521600,Israel1995,20159,Millenials
Israel,1996,male,75+ years,39.0,96200,Israel1996,21545,G.I. Generation
Israel,1996,male,55-74 years,50.0,325900,Israel1996,21545,Silent
Israel,1996,female,75+ years,20.0,130600,Israel1996,21545,G.I. Generation
Israel,1996,male,25-34 years,38.0,390300,Israel1996,21545,Generation X
Israel,1996,male,35-54 years,57.0,625600,Israel1996,21545,Boomers
Israel,1996,male,15-24 years,44.0,512900,Israel1996,21545,Generation X
Israel,1996,female,55-74 years,16.0,395400,Israel1996,21545,Silent
Israel,1996,female,35-54 years,21.0,659200,Israel1996,21545,Boomers
Israel,1996,female,25-34 years,9.0,394500,Israel1996,21545,Generation X
Israel,1996,female,15-24 years,9.0,490500,Israel1996,21545,Generation X
Israel,1996,male,5-14 years,3.0,555300,Israel1996,21545,Millenials
Israel,1996,female,5-14 years,0.0,527300,Israel1996,21545,Millenials
Israel,1997,male,75+ years,44.0,99900,Israel1997,21921,G.I. Generation
Israel,1997,male,55-74 years,55.0,330000,Israel1997,21921,Silent
Israel,1997,female,75+ years,21.0,136500,Israel1997,21921,G.I. Generation
Israel,1997,male,35-54 years,83.0,647100,Israel1997,21921,Boomers
Israel,1997,male,15-24 years,66.0,523600,Israel1997,21921,Generation X
Israel,1997,male,25-34 years,51.0,405400,Israel1997,21921,Generation X
Israel,1997,female,55-74 years,20.0,400900,Israel1997,21921,Silent
Israel,1997,female,25-34 years,13.0,407500,Israel1997,21921,Generation X
Israel,1997,female,35-54 years,16.0,682500,Israel1997,21921,Boomers
Israel,1997,female,15-24 years,8.0,500700,Israel1997,21921,Generation X
Israel,1997,male,5-14 years,2.0,563800,Israel1997,21921,Millenials
Israel,1997,female,5-14 years,0.0,535600,Israel1997,21921,Millenials
Israel,1998,male,75+ years,33.0,103400,Israel1998,21637,G.I. Generation
Israel,1998,male,55-74 years,55.0,333300,Israel1998,21637,Silent
Israel,1998,female,75+ years,15.0,143800,Israel1998,21637,G.I. Generation
Israel,1998,male,25-34 years,42.0,421100,Israel1998,21637,Generation X
Israel,1998,male,15-24 years,52.0,534300,Israel1998,21637,Generation X
Israel,1998,male,35-54 years,55.0,668200,Israel1998,21637,Boomers
Israel,1998,female,55-74 years,21.0,403400,Israel1998,21637,Silent
Israel,1998,female,35-54 years,19.0,705600,Israel1998,21637,Boomers
Israel,1998,female,15-24 years,13.0,511000,Israel1998,21637,Generation X
Israel,1998,female,25-34 years,10.0,421100,Israel1998,21637,Generation X
Israel,1998,male,5-14 years,2.0,571700,Israel1998,21637,Millenials
Israel,1998,female,5-14 years,1.0,543300,Israel1998,21637,Millenials
Israel,1999,male,75+ years,31.0,106865,Israel1999,21319,G.I. Generation
Israel,1999,male,35-54 years,105.0,689686,Israel1999,21319,Boomers
Israel,1999,male,55-74 years,43.0,338915,Israel1999,21319,Silent
Israel,1999,male,15-24 years,62.0,544300,Israel1999,21319,Generation X
Israel,1999,male,25-34 years,50.0,439100,Israel1999,21319,Generation X
Israel,1999,female,75+ years,16.0,151632,Israel1999,21319,G.I. Generation
Israel,1999,female,55-74 years,21.0,406997,Israel1999,21319,Silent
Israel,1999,female,25-34 years,12.0,437200,Israel1999,21319,Generation X
Israel,1999,female,35-54 years,15.0,728952,Israel1999,21319,Boomers
Israel,1999,female,15-24 years,7.0,521300,Israel1999,21319,Generation X
Israel,1999,male,5-14 years,6.0,580400,Israel1999,21319,Millenials
Israel,1999,female,5-14 years,0.0,551700,Israel1999,21319,Millenials
Israel,2000,male,75+ years,39.0,110539,Israel2000,23451,G.I. Generation
Israel,2000,male,25-34 years,66.0,459153,Israel2000,23451,Generation X
Israel,2000,male,35-54 years,100.0,709982,Israel2000,23451,Boomers
Israel,2000,male,15-24 years,65.0,552321,Israel2000,23451,Generation X
Israel,2000,male,55-74 years,36.0,348176,Israel2000,23451,Silent
Israel,2000,female,75+ years,13.0,159870,Israel2000,23451,G.I. Generation
Israel,2000,female,55-74 years,25.0,414182,Israel2000,23451,Silent
Israel,2000,female,25-34 years,15.0,455733,Israel2000,23451,Generation X
Israel,2000,female,35-54 years,24.0,750796,Israel2000,23451,Boomers
Israel,2000,female,15-24 years,10.0,530270,Israel2000,23451,Generation X
Israel,2000,male,5-14 years,1.0,590518,Israel2000,23451,Millenials
Israel,2000,female,5-14 years,0.0,561751,Israel2000,23451,Millenials
Israel,2001,male,75+ years,38.0,113986,Israel2001,22623,Silent
Israel,2001,male,55-74 years,56.0,361167,Israel2001,22623,Silent
Israel,2001,male,15-24 years,76.0,557718,Israel2001,22623,Millenials
Israel,2001,male,35-54 years,94.0,724513,Israel2001,22623,Boomers
Israel,2001,male,25-34 years,58.0,478896,Israel2001,22623,Generation X
Israel,2001,female,75+ years,17.0,167410,Israel2001,22623,Silent
Israel,2001,female,55-74 years,14.0,425773,Israel2001,22623,Silent
Israel,2001,female,35-54 years,24.0,765725,Israel2001,22623,Boomers
Israel,2001,female,25-34 years,9.0,474315,Israel2001,22623,Generation X
Israel,2001,female,15-24 years,9.0,536217,Israel2001,22623,Millenials
Israel,2001,female,5-14 years,2.0,571290,Israel2001,22623,Millenials
Israel,2001,male,5-14 years,1.0,600457,Israel2001,22623,Millenials
Israel,2002,male,75+ years,28.0,117146,Israel2002,20536,Silent
Israel,2002,male,35-54 years,99.0,732491,Israel2002,20536,Boomers
Israel,2002,male,55-74 years,45.0,377599,Israel2002,20536,Silent
Israel,2002,male,25-34 years,59.0,496115,Israel2002,20536,Generation X
Israel,2002,male,15-24 years,60.0,561947,Israel2002,20536,Millenials
Israel,2002,female,75+ years,14.0,173506,Israel2002,20536,Silent
Israel,2002,female,55-74 years,20.0,441786,Israel2002,20536,Silent
Israel,2002,female,35-54 years,31.0,773340,Israel2002,20536,Boomers
Israel,2002,female,15-24 years,14.0,540419,Israel2002,20536,Millenials
Israel,2002,female,25-34 years,10.0,490754,Israel2002,20536,Generation X
Israel,2002,female,5-14 years,2.0,580138,Israel2002,20536,Millenials
Israel,2002,male,5-14 years,0.0,610267,Israel2002,20536,Millenials
Israel,2003,male,75+ years,28.0,120134,Israel2003,21133,Silent
Israel,2003,male,55-74 years,70.0,393481,Israel2003,21133,Silent
Israel,2003,male,35-54 years,125.0,739587,Israel2003,21133,Boomers
Israel,2003,male,25-34 years,57.0,509736,Israel2003,21133,Generation X
Israel,2003,male,15-24 years,62.0,566251,Israel2003,21133,Millenials
Israel,2003,female,75+ years,10.0,178813,Israel2003,21133,Silent
Israel,2003,female,55-74 years,24.0,457426,Israel2003,21133,Silent
Israel,2003,female,35-54 years,25.0,779552,Israel2003,21133,Boomers
Israel,2003,female,25-34 years,8.0,503837,Israel2003,21133,Generation X
Israel,2003,female,15-24 years,5.0,544294,Israel2003,21133,Millenials
Israel,2003,male,5-14 years,3.0,620511,Israel2003,21133,Millenials
Israel,2003,female,5-14 years,0.0,589505,Israel2003,21133,Millenials
Israel,2004,male,75+ years,30.0,123028,Israel2004,22168,Silent
Israel,2004,male,55-74 years,65.0,407467,Israel2004,22168,Silent
Israel,2004,male,25-34 years,66.0,520746,Israel2004,22168,Generation X
Israel,2004,male,35-54 years,90.0,749833,Israel2004,22168,Boomers
Israel,2004,male,15-24 years,68.0,570981,Israel2004,22168,Millenials
Israel,2004,female,75+ years,16.0,183915,Israel2004,22168,Silent
Israel,2004,female,55-74 years,18.0,471206,Israel2004,22168,Silent
Israel,2004,female,35-54 years,30.0,788499,Israel2004,22168,Boomers
Israel,2004,female,25-34 years,14.0,514416,Israel2004,22168,Generation X
Israel,2004,female,15-24 years,11.0,548642,Israel2004,22168,Millenials
Israel,2004,female,5-14 years,2.0,599789,Israel2004,22168,Millenials
Israel,2004,male,5-14 years,1.0,631409,Israel2004,22168,Millenials
Israel,2005,male,75+ years,35.0,126420,Israel2005,22901,Silent
Israel,2005,male,55-74 years,52.0,422405,Israel2005,22901,Silent
Israel,2005,male,35-54 years,93.0,761176,Israel2005,22901,Boomers
Israel,2005,female,75+ years,23.0,188969,Israel2005,22901,Silent
Israel,2005,male,15-24 years,66.0,576279,Israel2005,22901,Millenials
Israel,2005,male,25-34 years,56.0,529472,Israel2005,22901,Generation X
Israel,2005,female,55-74 years,26.0,486213,Israel2005,22901,Silent
Israel,2005,female,35-54 years,42.0,798431,Israel2005,22901,Boomers
Israel,2005,female,25-34 years,16.0,523192,Israel2005,22901,Generation X
Israel,2005,female,15-24 years,13.0,553467,Israel2005,22901,Millenials
Israel,2005,male,5-14 years,2.0,643592,Israel2005,22901,Millenials
Israel,2005,female,5-14 years,1.0,611245,Israel2005,22901,Millenials
Israel,2006,male,75+ years,22.0,129698,Israel2006,24306,Silent
Israel,2006,male,55-74 years,61.0,439413,Israel2006,24306,Silent
Israel,2006,male,35-54 years,84.0,773099,Israel2006,24306,Boomers
Israel,2006,male,15-24 years,61.0,582025,Israel2006,24306,Millenials
Israel,2006,male,25-34 years,51.0,535920,Israel2006,24306,Generation X
Israel,2006,female,75+ years,13.0,193121,Israel2006,24306,Silent
Israel,2006,female,35-54 years,31.0,808874,Israel2006,24306,Boomers
Israel,2006,female,15-24 years,18.0,558626,Israel2006,24306,Millenials
Israel,2006,female,55-74 years,15.0,503743,Israel2006,24306,Silent
Israel,2006,female,25-34 years,10.0,529943,Israel2006,24306,Generation X
Israel,2006,female,5-14 years,1.0,623474,Israel2006,24306,Millenials
Israel,2006,male,5-14 years,0.0,656549,Israel2006,24306,Millenials
Israel,2007,male,75+ years,29.0,132434,Israel2007,27712,Silent
Israel,2007,male,55-74 years,50.0,456922,Israel2007,27712,Silent
Israel,2007,male,35-54 years,85.0,785826,Israel2007,27712,Boomers
Israel,2007,male,25-34 years,51.0,541856,Israel2007,27712,Generation X
Israel,2007,male,15-24 years,45.0,587792,Israel2007,27712,Millenials
Israel,2007,female,75+ years,7.0,196820,Israel2007,27712,Silent
Israel,2007,female,35-54 years,23.0,819830,Israel2007,27712,Boomers
Israel,2007,female,55-74 years,13.0,521935,Israel2007,27712,Silent
Israel,2007,female,25-34 years,10.0,536280,Israel2007,27712,Generation X
Israel,2007,female,15-24 years,10.0,564137,Israel2007,27712,Millenials
Israel,2007,male,5-14 years,3.0,669312,Israel2007,27712,Generation Z
Israel,2007,female,5-14 years,0.0,635670,Israel2007,27712,Generation Z
Israel,2008,male,75+ years,43.0,135142,Israel2008,32874,Silent
Israel,2008,male,55-74 years,62.0,474005,Israel2008,32874,Silent
Israel,2008,male,15-24 years,65.0,592791,Israel2008,32874,Millenials
Israel,2008,male,35-54 years,80.0,799582,Israel2008,32874,Boomers
Israel,2008,male,25-34 years,42.0,548741,Israel2008,32874,Generation X
Israel,2008,female,75+ years,11.0,200835,Israel2008,32874,Silent
Israel,2008,female,55-74 years,15.0,539561,Israel2008,32874,Silent
Israel,2008,female,25-34 years,11.0,543016,Israel2008,32874,Generation X
Israel,2008,female,35-54 years,14.0,831482,Israel2008,32874,Boomers
Israel,2008,female,15-24 years,7.0,569127,Israel2008,32874,Millenials
Israel,2008,female,5-14 years,2.0,648707,Israel2008,32874,Generation Z
Israel,2008,male,5-14 years,2.0,682613,Israel2008,32874,Generation Z
Israel,2009,male,75+ years,23.0,141368,Israel2009,30812,Silent
Israel,2009,male,55-74 years,77.0,499108,Israel2009,30812,Silent
Israel,2009,male,25-34 years,67.0,557283,Israel2009,30812,Generation X
Israel,2009,male,35-54 years,91.0,836965,Israel2009,30812,Boomers
Israel,2009,male,15-24 years,48.0,597179,Israel2009,30812,Millenials
Israel,2009,female,55-74 years,22.0,562448,Israel2009,30812,Silent
Israel,2009,female,75+ years,8.0,208438,Israel2009,30812,Silent
Israel,2009,female,35-54 years,32.0,866442,Israel2009,30812,Boomers
Israel,2009,female,25-34 years,18.0,555764,Israel2009,30812,Generation X
Israel,2009,female,15-24 years,13.0,573738,Israel2009,30812,Millenials
Israel,2009,male,5-14 years,4.0,683070,Israel2009,30812,Generation Z
Israel,2009,female,5-14 years,1.0,650032,Israel2009,30812,Generation Z
Israel,2010,male,75+ years,40.0,145554,Israel2010,34104,Silent
Israel,2010,male,55-74 years,93.0,515880,Israel2010,34104,Silent
Israel,2010,male,35-54 years,119.0,854628,Israel2010,34104,Generation X
Israel,2010,male,25-34 years,77.0,561408,Israel2010,34104,Generation X
Israel,2010,male,15-24 years,63.0,600681,Israel2010,34104,Millenials
Israel,2010,female,75+ years,9.0,213458,Israel2010,34104,Silent
Israel,2010,female,55-74 years,22.0,580202,Israel2010,34104,Silent
Israel,2010,female,35-54 years,33.0,882268,Israel2010,34104,Generation X
Israel,2010,female,15-24 years,10.0,576967,Israel2010,34104,Millenials
Israel,2010,female,25-34 years,9.0,559584,Israel2010,34104,Generation X
Israel,2010,female,5-14 years,3.0,662543,Israel2010,34104,Generation Z
Israel,2010,male,5-14 years,2.0,696652,Israel2010,34104,Generation Z
Israel,2011,male,75+ years,44.0,150875,Israel2011,37528,Silent
Israel,2011,male,55-74 years,80.0,532080,Israel2011,37528,Boomers
Israel,2011,male,35-54 years,111.0,872269,Israel2011,37528,Generation X
Israel,2011,male,25-34 years,45.0,560802,Israel2011,37528,Millenials
Israel,2011,male,15-24 years,41.0,605530,Israel2011,37528,Millenials
Israel,2011,female,55-74 years,30.0,598715,Israel2011,37528,Boomers
Israel,2011,female,75+ years,7.0,220868,Israel2011,37528,Silent
Israel,2011,female,25-34 years,16.0,559719,Israel2011,37528,Millenials
Israel,2011,female,35-54 years,22.0,899777,Israel2011,37528,Generation X
Israel,2011,female,15-24 years,12.0,583108,Israel2011,37528,Millenials
Israel,2011,male,5-14 years,1.0,712716,Israel2011,37528,Generation Z
Israel,2011,female,5-14 years,0.0,675036,Israel2011,37528,Generation Z
Israel,2012,male,75+ years,33.0,154818,Israel2012,36263,Silent
Israel,2012,male,55-74 years,93.0,546015,Israel2012,36263,Boomers
Israel,2012,male,35-54 years,131.0,890948,Israel2012,36263,Generation X
Israel,2012,male,25-34 years,57.0,568580,Israel2012,36263,Millenials
Israel,2012,male,15-24 years,32.0,614618,Israel2012,36263,Millenials
Israel,2012,female,75+ years,9.0,224319,Israel2012,36263,Silent
Israel,2012,female,55-74 years,24.0,612293,Israel2012,36263,Boomers
Israel,2012,female,25-34 years,17.0,566255,Israel2012,36263,Millenials
Israel,2012,female,15-24 years,13.0,589147,Israel2012,36263,Millenials
Israel,2012,female,35-54 years,18.0,916404,Israel2012,36263,Generation X
Israel,2012,male,5-14 years,3.0,723667,Israel2012,36263,Generation Z
Israel,2012,female,5-14 years,0.0,688296,Israel2012,36263,Generation Z
Israel,2013,male,75+ years,34.0,160074,Israel2013,40477,Silent
Israel,2013,male,55-74 years,71.0,560632,Israel2013,40477,Boomers
Israel,2013,male,35-54 years,102.0,907964,Israel2013,40477,Generation X
